Fecha,idCerveza,NombreCerveza,Precio,CantidadVendida,Ganancia
29/09/2023,10,Wingman,9.15,66,603.9
29/09/2023,11,Arcade Made,7.76,73,566.48
29/09/2023,12,Punk IPA,7.64,56,427.84
29/09/2023,13,Hazy Jane,8.05,48,386.4
29/09/2023,14,Shore Leave,8.95,58,519.1
29/09/2023,15,Simcoe Solo,9.31,61,567.91
29/09/2023,16,Lucky Break,7.69,46,353.74
30/09/2023,1,Black Heart,9.3,42,390.6
30/09/2023,2,Fools Gold,8.16,78,636.48
30/09/2023,3,Cold Beer B,8.37,60,502.2
30/09/2023,4,Lost Lager,9.1,64,582.4
30/09/2023,5,King Crush,8.71,84,731.64
30/09/2023,6,Wingman Tro,8.51,79,672.29
30/09/2023,7,Grind Stout,9.45,87,822.15
30/09/2023,8,Juice Shack,8.64,30,259.2
30/09/2023,9,Rocky Road,9.44,55,519.2
30/09/2023,10,Wingman,9.15,13,118.95
30/09/2023,11,Arcade Made,7.76,48,372.48
30/09/2023,12,Punk IPA,7.64,5,38.2
30/09/2023,13,Hazy Jane,8.05,48,386.4
30/09/2023,14,Shore Leave,8.95,2,17.9
30/09/2023,15,Simcoe Solo,9.31,54,502.74
30/09/2023,16,Lucky Break,7.69,49,376.81
01/10/2023,1,Black Heart,9.3,4,37.2
01/10/2023,2,Fools Gold,8.16,90,734.4
01/10/2023,3,Cold Beer B,8.37,7,58.59
01/10/2023,4,Lost Lager,9.1,62,564.2
01/10/2023,5,King Crush,8.71,64,557.44
01/10/2023,6,Wingman Tro,8.51,4,34.04
01/10/2023,7,Grind Stout,9.45,22,207.9
01/10/2023,8,Juice Shack,8.64,0,0
01/10/2023,9,Rocky Road,9.44,59,556.96
01/10/2023,10,Wingman,9.15,30,274.5
01/10/2023,11,Arcade Made,7.76,76,589.76
01/10/2023,12,Punk IPA,7.64,23,175.72
01/10/2023,13,Hazy Jane,8.05,99,796.95
01/10/2023,14,Shore Leave,8.95,20,179
01/10/2023,15,Simcoe Solo,9.31,39,363.09
01/10/2023,16,Lucky Break,7.69,99,761.31
02/10/2023,1,Black Heart,9.3,14,130.2
02/10/2023,2,Fools Gold,8.16,88,718.08
02/10/2023,3,Cold Beer B,8.37,78,652.86
02/10/2023,4,Lost Lager,9.1,4,36.4
02/10/2023,5,King Crush,8.71,8,69.68
02/10/2023,6,Wingman Tro,8.51,87,740.37
02/10/2023,7,Grind Stout,9.45,11,103.95
02/10/2023,8,Juice Shack,8.64,82,708.48
02/10/2023,9,Rocky Road,9.44,4,37.76
02/10/2023,10,Wingman,9.15,13,118.95
02/10/2023,11,Arcade Made,7.76,45,349.2
02/10/2023,12,Punk IPA,7.64,62,473.68
02/10/2023,13,Hazy Jane,8.05,38,305.9
02/10/2023,14,Shore Leave,8.95,63,563.85
02/10/2023,15,Simcoe Solo,9.31,64,595.84
02/10/2023,16,Lucky Break,7.69,88,676.72
03/10/2023,1,Black Heart,9.3,37,344.1
03/10/2023,2,Fools Gold,8.16,83,677.28
03/10/2023,3,Cold Beer B,8.37,78,652.86
03/10/2023,4,Lost Lager,9.1,1,9.1
03/10/2023,5,King Crush,8.71,34,296.14
03/10/2023,6,Wingman Tro,8.51,90,765.9
03/10/2023,7,Grind Stout,9.45,88,831.6
03/10/2023,8,Juice Shack,8.64,100,864
03/10/2023,9,Rocky Road,9.44,17,160.48
03/10/2023,10,Wingman,9.15,55,503.25
03/10/2023,11,Arcade Made,7.76,96,744.96
03/10/2023,12,Punk IPA,7.64,58,443.12
03/10/2023,13,Hazy Jane,8.05,21,169.05
03/10/2023,14,Shore Leave,8.95,37,331.15
03/10/2023,15,Simcoe Solo,9.31,65,605.15
03/10/2023,16,Lucky Break,7.69,5,38.45
04/10/2023,1,Black Heart,9.3,77,716.1
04/10/2023,2,Fools Gold,8.16,22,179.52
04/10/2023,3,Cold Beer B,8.37,57,477.09
04/10/2023,4,Lost Lager,9.1,75,682.5
04/10/2023,5,King Crush,8.71,44,383.24
04/10/2023,6,Wingman Tro,8.51,96,816.96
04/10/2023,7,Grind Stout,9.45,1,9.45
04/10/2023,8,Juice Shack,8.64,19,164.16
04/10/2023,9,Rocky Road,9.44,91,859.04
04/10/2023,10,Wingman,9.15,16,146.4
04/10/2023,11,Arcade Made,7.76,6,46.56
04/10/2023,12,Punk IPA,7.64,88,672.32
04/10/2023,13,Hazy Jane,8.05,77,619.85
04/10/2023,14,Shore Leave,8.95,7,62.65
04/10/2023,15,Simcoe Solo,9.31,60,558.6
04/10/2023,16,Lucky Break,7.69,79,607.51
05/10/2023,1,Black Heart,9.3,61,567.3
05/10/2023,2,Fools Gold,8.16,55,448.8
05/10/2023,3,Cold Beer B,8.37,15,125.55
05/10/2023,4,Lost Lager,9.1,17,154.7
05/10/2023,5,King Crush,8.71,90,783.9
05/10/2023,6,Wingman Tro,8.51,74,629.74
05/10/2023,7,Grind Stout,9.45,27,255.15
05/10/2023,8,Juice Shack,8.64,3,25.92
05/10/2023,9,Rocky Road,9.44,100,944
05/10/2023,10,Wingman,9.15,26,237.9
05/10/2023,11,Arcade Made,7.76,10,77.6
05/10/2023,12,Punk IPA,7.64,32,244.48
05/10/2023,13,Hazy Jane,8.05,69,555.45
05/10/2023,14,Shore Leave,8.95,0,0
05/10/2023,15,Simcoe Solo,9.31,59,549.29
05/10/2023,16,Lucky Break,7.69,85,653.65
06/10/2023,1,Black Heart,9.3,0,0
06/10/2023,2,Fools Gold,8.16,30,244.8
06/10/2023,3,Cold Beer B,8.37,5,41.85
06/10/2023,4,Lost Lager,9.1,37,336.7
06/10/2023,5,King Crush,8.71,47,409.37
06/10/2023,6,Wingman Tro,8.51,83,706.33
06/10/2023,7,Grind Stout,9.45,32,302.4
06/10/2023,8,Juice Shack,8.64,79,682.56
06/10/2023,9,Rocky Road,9.44,23,217.12
06/10/2023,10,Wingman,9.15,3,27.45
06/10/2023,11,Arcade Made,7.76,72,558.72
06/10/2023,12,Punk IPA,7.64,70,534.8
06/10/2023,13,Hazy Jane,8.05,37,297.85
06/10/2023,14,Shore Leave,8.95,74,662.3
06/10/2023,15,Simcoe Solo,9.31,2,18.62
06/10/2023,16,Lucky Break,7.69,1,7.69
07/10/2023,1,Black Heart,9.3,21,195.3
07/10/2023,2,Fools Gold,8.16,14,114.24
07/10/2023,3,Cold Beer B,8.37,46,385.02
07/10/2023,4,Lost Lager,9.1,63,573.3
07/10/2023,5,King Crush,8.71,40,348.4
07/10/2023,6,Wingman Tro,8.51,56,476.56
07/10/2023,7,Grind Stout,9.45,36,340.2
07/10/2023,8,Juice Shack,8.64,61,527.04
07/10/2023,9,Rocky Road,9.44,92,868.48
07/10/2023,10,Wingman,9.15,43,393.45
07/10/2023,11,Arcade Made,7.76,41,318.16
07/10/2023,12,Punk IPA,7.64,12,91.68
07/10/2023,13,Hazy Jane,8.05,20,161
07/10/2023,14,Shore Leave,8.95,94,841.3
07/10/2023,15,Simcoe Solo,9.31,6,55.86
07/10/2023,16,Lucky Break,7.69,98,753.62
08/10/2023,1,Black Heart,9.3,47,437.1
08/10/2023,2,Fools Gold,8.16,90,734.4
08/10/2023,3,Cold Beer B,8.37,30,251.1
08/10/2023,4,Lost Lager,9.1,58,527.8
08/10/2023,5,King Crush,8.71,1,8.71
08/10/2023,6,Wingman Tro,8.51,7,59.57
08/10/2023,7,Grind Stout,9.45,13,122.85
08/10/2023,8,Juice Shack,8.64,49,423.36
08/10/2023,9,Rocky Road,9.44,19,179.36
08/10/2023,10,Wingman,9.15,46,420.9
08/10/2023,11,Arcade Made,7.76,79,613.04
08/10/2023,12,Punk IPA,7.64,24,183.36
08/10/2023,13,Hazy Jane,8.05,31,249.55
08/10/2023,14,Shore Leave,8.95,82,733.9
08/10/2023,15,Simcoe Solo,9.31,35,325.85
08/10/2023,16,Lucky Break,7.69,17,130.73
09/10/2023,1,Black Heart,9.3,75,697.5
09/10/2023,2,Fools Gold,8.16,78,636.48
09/10/2023,3,Cold Beer B,8.37,31,259.47
09/10/2023,4,Lost Lager,9.1,50,455
09/10/2023,5,King Crush,8.71,19,165.49
09/10/2023,6,Wingman Tro,8.51,42,357.42
09/10/2023,7,Grind Stout,9.45,14,132.3
09/10/2023,8,Juice Shack,8.64,80,691.2
09/10/2023,9,Rocky Road,9.44,83,783.52
09/10/2023,10,Wingman,9.15,55,503.25
09/10/2023,11,Arcade Made,7.76,34,263.84
09/10/2023,12,Punk IPA,7.64,1,7.64
09/10/2023,13,Hazy Jane,8.05,48,386.4
09/10/2023,14,Shore Leave,8.95,93,832.35
09/10/2023,15,Simcoe Solo,9.31,6,55.86
09/10/2023,16,Lucky Break,7.69,8,61.52
10/10/2023,1,Black Heart,9.3,25,232.5
10/10/2023,2,Fools Gold,8.16,42,342.72
10/10/2023,3,Cold Beer B,8.37,42,351.54
10/10/2023,4,Lost Lager,9.1,5,45.5
10/10/2023,5,King Crush,8.71,72,627.12
10/10/2023,6,Wingman Tro,8.51,42,357.42
10/10/2023,7,Grind Stout,9.45,10,94.5
10/10/2023,8,Juice Shack,8.64,67,578.88
10/10/2023,9,Rocky Road,9.44,96,906.24
10/10/2023,10,Wingman,9.15,3,27.45
10/10/2023,11,Arcade Made,7.76,19,147.44
10/10/2023,12,Punk IPA,7.64,77,588.28
10/10/2023,13,Hazy Jane,8.05,99,796.95
10/10/2023,14,Shore Leave,8.95,79,707.05
10/10/2023,15,Simcoe Solo,9.31,38,353.78
10/10/2023,16,Lucky Break,7.69,100,769
11/10/2023,1,Black Heart,9.3,93,864.9
11/10/2023,2,Fools Gold,8.16,50,408
11/10/2023,3,Cold Beer B,8.37,59,493.83
11/10/2023,4,Lost Lager,9.1,40,364
11/10/2023,5,King Crush,8.71,66,574.86
11/10/2023,6,Wingman Tro,8.51,7,59.57
11/10/2023,7,Grind Stout,9.45,2,18.9
11/10/2023,8,Juice Shack,8.64,68,587.52
11/10/2023,9,Rocky Road,9.44,4,37.76
11/10/2023,10,Wingman,9.15,38,347.7
11/10/2023,11,Arcade Made,7.76,1,7.76
11/10/2023,12,Punk IPA,7.64,56,427.84
11/10/2023,13,Hazy Jane,8.05,81,652.05
11/10/2023,14,Shore Leave,8.95,90,805.5
11/10/2023,15,Simcoe Solo,9.31,53,493.43
11/10/2023,16,Lucky Break,7.69,40,307.6
12/10/2023,1,Black Heart,9.3,53,492.9
12/10/2023,2,Fools Gold,8.16,75,612
12/10/2023,3,Cold Beer B,8.37,59,493.83
12/10/2023,4,Lost Lager,9.1,83,755.3
12/10/2023,5,King Crush,8.71,59,513.89
12/10/2023,6,Wingman Tro,8.51,27,229.77
12/10/2023,7,Grind Stout,9.45,59,557.55
12/10/2023,8,Juice Shack,8.64,40,345.6
12/10/2023,9,Rocky Road,9.44,69,651.36
12/10/2023,10,Wingman,9.15,46,420.9
12/10/2023,11,Arcade Made,7.76,98,760.48
12/10/2023,12,Punk IPA,7.64,17,129.88
12/10/2023,13,Hazy Jane,8.05,11,88.55
12/10/2023,14,Shore Leave,8.95,82,733.9
12/10/2023,15,Simcoe Solo,9.31,2,18.62
12/10/2023,16,Lucky Break,7.69,4,30.76
13/10/2023,1,Black Heart,9.3,38,353.4
13/10/2023,2,Fools Gold,8.16,43,350.88
13/10/2023,3,Cold Beer B,8.37,65,544.05
13/10/2023,4,Lost Lager,9.1,82,746.2
13/10/2023,5,King Crush,8.71,80,696.8
13/10/2023,6,Wingman Tro,8.51,69,587.19
13/10/2023,7,Grind Stout,9.45,7,66.15
13/10/2023,8,Juice Shack,8.64,58,501.12
13/10/2023,9,Rocky Road,9.44,38,358.72
13/10/2023,10,Wingman,9.15,24,219.6
13/10/2023,11,Arcade Made,7.76,25,194
13/10/2023,12,Punk IPA,7.64,74,565.36
13/10/2023,13,Hazy Jane,8.05,24,193.2
13/10/2023,14,Shore Leave,8.95,86,769.7
13/10/2023,15,Simcoe Solo,9.31,90,837.9
13/10/2023,16,Lucky Break,7.69,58,446.02
14/10/2023,1,Black Heart,9.3,18,167.4
14/10/2023,2,Fools Gold,8.16,93,758.88
14/10/2023,3,Cold Beer B,8.37,36,301.32
14/10/2023,4,Lost Lager,9.1,40,364
14/10/2023,5,King Crush,8.71,39,339.69
14/10/2023,6,Wingman Tro,8.51,42,357.42
14/10/2023,7,Grind Stout,9.45,58,548.1
14/10/2023,8,Juice Shack,8.64,87,751.68
14/10/2023,9,Rocky Road,9.44,72,679.68
14/10/2023,10,Wingman,9.15,32,292.8
14/10/2023,11,Arcade Made,7.76,34,263.84
14/10/2023,12,Punk IPA,7.64,8,61.12
14/10/2023,13,Hazy Jane,8.05,42,338.1
14/10/2023,14,Shore Leave,8.95,80,716
14/10/2023,15,Simcoe Solo,9.31,46,428.26
14/10/2023,16,Lucky Break,7.69,47,361.43
15/10/2023,1,Black Heart,9.3,82,762.6
15/10/2023,2,Fools Gold,8.16,74,603.84
15/10/2023,3,Cold Beer B,8.37,31,259.47
15/10/2023,4,Lost Lager,9.1,16,145.6
15/10/2023,5,King Crush,8.71,42,365.82
15/10/2023,6,Wingman Tro,8.51,58,493.58
15/10/2023,7,Grind Stout,9.45,55,519.75
15/10/2023,8,Juice Shack,8.64,81,699.84
15/10/2023,9,Rocky Road,9.44,82,774.08
15/10/2023,10,Wingman,9.15,31,283.65
15/10/2023,11,Arcade Made,7.76,53,411.28
15/10/2023,12,Punk IPA,7.64,39,297.96
15/10/2023,13,Hazy Jane,8.05,48,386.4
15/10/2023,14,Shore Leave,8.95,23,205.85
15/10/2023,15,Simcoe Solo,9.31,59,549.29
15/10/2023,16,Lucky Break,7.69,50,384.5
16/10/2023,1,Black Heart,9.3,23,213.9
16/10/2023,2,Fools Gold,8.16,79,644.64
16/10/2023,3,Cold Beer B,8.37,42,351.54
16/10/2023,4,Lost Lager,9.1,23,209.3
16/10/2023,5,King Crush,8.71,27,235.17
16/10/2023,6,Wingman Tro,8.51,12,102.12
16/10/2023,7,Grind Stout,9.45,87,822.15
16/10/2023,8,Juice Shack,8.64,13,112.32
16/10/2023,9,Rocky Road,9.44,31,292.64
16/10/2023,10,Wingman,9.15,38,347.7
16/10/2023,11,Arcade Made,7.76,29,225.04
16/10/2023,12,Punk IPA,7.64,96,733.44
16/10/2023,13,Hazy Jane,8.05,8,64.4
16/10/2023,14,Shore Leave,8.95,92,823.4
16/10/2023,15,Simcoe Solo,9.31,12,111.72
16/10/2023,16,Lucky Break,7.69,84,645.96
17/10/2023,1,Black Heart,9.3,7,65.1
17/10/2023,2,Fools Gold,8.16,91,742.56
17/10/2023,3,Cold Beer B,8.37,40,334.8
17/10/2023,4,Lost Lager,9.1,71,646.1
17/10/2023,5,King Crush,8.71,65,566.15
17/10/2023,6,Wingman Tro,8.51,79,672.29
17/10/2023,7,Grind Stout,9.45,63,595.35
17/10/2023,8,Juice Shack,8.64,52,449.28
17/10/2023,9,Rocky Road,9.44,89,840.16
17/10/2023,10,Wingman,9.15,57,521.55
17/10/2023,11,Arcade Made,7.76,80,620.8
17/10/2023,12,Punk IPA,7.64,25,191
17/10/2023,13,Hazy Jane,8.05,11,88.55
17/10/2023,14,Shore Leave,8.95,58,519.1
17/10/2023,15,Simcoe Solo,9.31,23,214.13
17/10/2023,16,Lucky Break,7.69,6,46.14
18/10/2023,1,Black Heart,9.3,68,632.4
18/10/2023,2,Fools Gold,8.16,72,587.52
18/10/2023,3,Cold Beer B,8.37,14,117.18
18/10/2023,4,Lost Lager,9.1,44,400.4
18/10/2023,5,King Crush,8.71,80,696.8
18/10/2023,6,Wingman Tro,8.51,4,34.04
18/10/2023,7,Grind Stout,9.45,44,415.8
18/10/2023,8,Juice Shack,8.64,37,319.68
18/10/2023,9,Rocky Road,9.44,84,792.96
18/10/2023,10,Wingman,9.15,65,594.75
18/10/2023,11,Arcade Made,7.76,8,62.08
18/10/2023,12,Punk IPA,7.64,38,290.32
18/10/2023,13,Hazy Jane,8.05,40,322
18/10/2023,14,Shore Leave,8.95,4,35.8
18/10/2023,15,Simcoe Solo,9.31,28,260.68
18/10/2023,16,Lucky Break,7.69,53,407.57
19/10/2023,1,Black Heart,9.3,58,539.4
19/10/2023,2,Fools Gold,8.16,11,89.76
19/10/2023,3,Cold Beer B,8.37,91,761.67
19/10/2023,4,Lost Lager,9.1,9,81.9
19/10/2023,5,King Crush,8.71,25,217.75
19/10/2023,6,Wingman Tro,8.51,37,314.87
19/10/2023,7,Grind Stout,9.45,15,141.75
19/10/2023,8,Juice Shack,8.64,83,717.12
19/10/2023,9,Rocky Road,9.44,35,330.4
19/10/2023,10,Wingman,9.15,44,402.6
19/10/2023,11,Arcade Made,7.76,10,77.6
19/10/2023,12,Punk IPA,7.64,28,213.92
19/10/2023,13,Hazy Jane,8.05,2,16.1
19/10/2023,14,Shore Leave,8.95,16,143.2
19/10/2023,15,Simcoe Solo,9.31,9,83.79
19/10/2023,16,Lucky Break,7.69,25,192.25
20/10/2023,1,Black Heart,9.3,43,399.9
20/10/2023,2,Fools Gold,8.16,49,399.84
20/10/2023,3,Cold Beer B,8.37,32,267.84
20/10/2023,4,Lost Lager,9.1,31,282.1
20/10/2023,5,King Crush,8.71,22,191.62
20/10/2023,6,Wingman Tro,8.51,66,561.66
20/10/2023,7,Grind Stout,9.45,32,302.4
20/10/2023,8,Juice Shack,8.64,41,354.24
20/10/2023,9,Rocky Road,9.44,31,292.64
20/10/2023,10,Wingman,9.15,29,265.35
20/10/2023,11,Arcade Made,7.76,11,85.36
20/10/2023,12,Punk IPA,7.64,93,710.52
20/10/2023,13,Hazy Jane,8.05,100,805
20/10/2023,14,Shore Leave,8.95,16,143.2
20/10/2023,15,Simcoe Solo,9.31,47,437.57
20/10/2023,16,Lucky Break,7.69,2,15.38
21/10/2023,1,Black Heart,9.3,8,74.4
21/10/2023,2,Fools Gold,8.16,58,473.28
21/10/2023,3,Cold Beer B,8.37,71,594.27
21/10/2023,4,Lost Lager,9.1,9,81.9
21/10/2023,5,King Crush,8.71,83,722.93
21/10/2023,6,Wingman Tro,8.51,0,0
21/10/2023,7,Grind Stout,9.45,49,463.05
21/10/2023,8,Juice Shack,8.64,11,95.04
21/10/2023,9,Rocky Road,9.44,86,811.84
21/10/2023,10,Wingman,9.15,56,512.4
21/10/2023,11,Arcade Made,7.76,67,519.92
21/10/2023,12,Punk IPA,7.64,30,229.2
21/10/2023,13,Hazy Jane,8.05,86,692.3
21/10/2023,14,Shore Leave,8.95,48,429.6
21/10/2023,15,Simcoe Solo,9.31,88,819.28
21/10/2023,16,Lucky Break,7.69,50,384.5
22/10/2023,1,Black Heart,9.3,50,465
22/10/2023,2,Fools Gold,8.16,20,163.2
22/10/2023,3,Cold Beer B,8.37,82,686.34
22/10/2023,4,Lost Lager,9.1,36,327.6
22/10/2023,5,King Crush,8.71,7,60.97
22/10/2023,6,Wingman Tro,8.51,10,85.1
22/10/2023,7,Grind Stout,9.45,27,255.15
22/10/2023,8,Juice Shack,8.64,64,552.96
22/10/2023,9,Rocky Road,9.44,25,236
22/10/2023,10,Wingman,9.15,31,283.65
22/10/2023,11,Arcade Made,7.76,24,186.24
22/10/2023,12,Punk IPA,7.64,31,236.84
22/10/2023,13,Hazy Jane,8.05,92,740.6
22/10/2023,14,Shore Leave,8.95,73,653.35
22/10/2023,15,Simcoe Solo,9.31,46,428.26
22/10/2023,16,Lucky Break,7.69,27,207.63
23/10/2023,1,Black Heart,9.3,17,158.1
23/10/2023,2,Fools Gold,8.16,29,236.64
23/10/2023,3,Cold Beer B,8.37,47,393.39
23/10/2023,4,Lost Lager,9.1,8,72.8
23/10/2023,5,King Crush,8.71,53,461.63
23/10/2023,6,Wingman Tro,8.51,62,527.62
23/10/2023,7,Grind Stout,9.45,0,0
23/10/2023,8,Juice Shack,8.64,32,276.48
23/10/2023,9,Rocky Road,9.44,59,556.96
23/10/2023,10,Wingman,9.15,75,686.25
23/10/2023,11,Arcade Made,7.76,31,240.56
23/10/2023,12,Punk IPA,7.64,26,198.64
23/10/2023,13,Hazy Jane,8.05,10,80.5
23/10/2023,14,Shore Leave,8.95,59,528.05
23/10/2023,15,Simcoe Solo,9.31,76,707.56
23/10/2023,16,Lucky Break,7.69,13,99.97
24/10/2023,1,Black Heart,9.3,3,27.9
24/10/2023,2,Fools Gold,8.16,82,669.12
24/10/2023,3,Cold Beer B,8.37,98,820.26
24/10/2023,4,Lost Lager,9.1,100,910
24/10/2023,5,King Crush,8.71,49,426.79
24/10/2023,6,Wingman Tro,8.51,60,510.6
24/10/2023,7,Grind Stout,9.45,0,0
24/10/2023,8,Juice Shack,8.64,59,509.76
24/10/2023,9,Rocky Road,9.44,87,821.28
24/10/2023,10,Wingman,9.15,32,292.8
24/10/2023,11,Arcade Made,7.76,93,721.68
24/10/2023,12,Punk IPA,7.64,9,68.76
24/10/2023,13,Hazy Jane,8.05,97,780.85
24/10/2023,14,Shore Leave,8.95,62,554.9
24/10/2023,15,Simcoe Solo,9.31,94,875.14
24/10/2023,16,Lucky Break,7.69,33,253.77
25/10/2023,1,Black Heart,9.3,97,902.1
25/10/2023,2,Fools Gold,8.16,80,652.8
25/10/2023,3,Cold Beer B,8.37,33,276.21
25/10/2023,4,Lost Lager,9.1,81,737.1
25/10/2023,5,King Crush,8.71,2,17.42
25/10/2023,6,Wingman Tro,8.51,96,816.96
25/10/2023,7,Grind Stout,9.45,37,349.65
25/10/2023,8,Juice Shack,8.64,90,777.6
25/10/2023,9,Rocky Road,9.44,86,811.84
25/10/2023,10,Wingman,9.15,39,356.85
25/10/2023,11,Arcade Made,7.76,45,349.2
25/10/2023,12,Punk IPA,7.64,7,53.48
25/10/2023,13,Hazy Jane,8.05,48,386.4
25/10/2023,14,Shore Leave,8.95,74,662.3
25/10/2023,15,Simcoe Solo,9.31,51,474.81
25/10/2023,16,Lucky Break,7.69,7,53.83
26/10/2023,1,Black Heart,9.3,20,186
26/10/2023,2,Fools Gold,8.16,90,734.4
26/10/2023,3,Cold Beer B,8.37,68,569.16
26/10/2023,4,Lost Lager,9.1,67,609.7
26/10/2023,5,King Crush,8.71,50,435.5
26/10/2023,6,Wingman Tro,8.51,78,663.78
26/10/2023,7,Grind Stout,9.45,2,18.9
26/10/2023,8,Juice Shack,8.64,71,613.44
26/10/2023,9,Rocky Road,9.44,64,604.16
26/10/2023,10,Wingman,9.15,42,384.3
26/10/2023,11,Arcade Made,7.76,5,38.8
26/10/2023,12,Punk IPA,7.64,6,45.84
26/10/2023,13,Hazy Jane,8.05,84,676.2
26/10/2023,14,Shore Leave,8.95,50,447.5
26/10/2023,15,Simcoe Solo,9.31,57,530.67
26/10/2023,16,Lucky Break,7.69,30,230.7
27/10/2023,1,Black Heart,9.3,34,316.2
27/10/2023,2,Fools Gold,8.16,33,269.28
27/10/2023,3,Cold Beer B,8.37,85,711.45
27/10/2023,4,Lost Lager,9.1,91,828.1
27/10/2023,5,King Crush,8.71,4,34.84
27/10/2023,6,Wingman Tro,8.51,36,306.36
27/10/2023,7,Grind Stout,9.45,64,604.8
27/10/2023,8,Juice Shack,8.64,79,682.56
27/10/2023,9,Rocky Road,9.44,62,585.28
27/10/2023,10,Wingman,9.15,23,210.45
27/10/2023,11,Arcade Made,7.76,58,450.08
27/10/2023,12,Punk IPA,7.64,31,236.84
27/10/2023,13,Hazy Jane,8.05,47,378.35
27/10/2023,14,Shore Leave,8.95,24,214.8
27/10/2023,15,Simcoe Solo,9.31,24,223.44
27/10/2023,16,Lucky Break,7.69,39,299.91
28/10/2023,1,Black Heart,9.3,65,604.5
28/10/2023,2,Fools Gold,8.16,78,636.48
28/10/2023,3,Cold Beer B,8.37,21,175.77
28/10/2023,4,Lost Lager,9.1,7,63.7
28/10/2023,5,King Crush,8.71,66,574.86
28/10/2023,6,Wingman Tro,8.51,59,502.09
28/10/2023,7,Grind Stout,9.45,90,850.5
28/10/2023,8,Juice Shack,8.64,17,146.88
28/10/2023,9,Rocky Road,9.44,19,179.36
28/10/2023,10,Wingman,9.15,85,777.75
28/10/2023,11,Arcade Made,7.76,8,62.08
28/10/2023,12,Punk IPA,7.64,2,15.28
28/10/2023,13,Hazy Jane,8.05,50,402.5
28/10/2023,14,Shore Leave,8.95,7,62.65
28/10/2023,15,Simcoe Solo,9.31,33,307.23
28/10/2023,16,Lucky Break,7.69,52,399.88
29/10/2023,1,Black Heart,9.3,38,353.4
29/10/2023,2,Fools Gold,8.16,96,783.36
29/10/2023,3,Cold Beer B,8.37,87,728.19
29/10/2023,4,Lost Lager,9.1,75,682.5
29/10/2023,5,King Crush,8.71,60,522.6
29/10/2023,6,Wingman Tro,8.51,49,416.99
29/10/2023,7,Grind Stout,9.45,80,756
29/10/2023,8,Juice Shack,8.64,6,51.84
29/10/2023,9,Rocky Road,9.44,0,0
29/10/2023,10,Wingman,9.15,80,732
29/10/2023,11,Arcade Made,7.76,43,333.68
29/10/2023,12,Punk IPA,7.64,37,282.68
29/10/2023,13,Hazy Jane,8.05,46,370.3
29/10/2023,14,Shore Leave,8.95,81,724.95
29/10/2023,15,Simcoe Solo,9.31,87,809.97
29/10/2023,16,Lucky Break,7.69,22,169.18
30/10/2023,1,Black Heart,9.3,1,9.3
30/10/2023,2,Fools Gold,8.16,79,644.64
30/10/2023,3,Cold Beer B,8.37,34,284.58
30/10/2023,4,Lost Lager,9.1,84,764.4
30/10/2023,5,King Crush,8.71,2,17.42
30/10/2023,6,Wingman Tro,8.51,27,229.77
30/10/2023,7,Grind Stout,9.45,5,47.25
30/10/2023,8,Juice Shack,8.64,91,786.24
30/10/2023,9,Rocky Road,9.44,18,169.92
30/10/2023,10,Wingman,9.15,28,256.2
30/10/2023,11,Arcade Made,7.76,84,651.84
30/10/2023,12,Punk IPA,7.64,19,145.16
30/10/2023,13,Hazy Jane,8.05,60,483
30/10/2023,14,Shore Leave,8.95,59,528.05
30/10/2023,15,Simcoe Solo,9.31,40,372.4
30/10/2023,16,Lucky Break,7.69,34,261.46
31/10/2023,1,Black Heart,9.3,37,344.1
31/10/2023,2,Fools Gold,8.16,68,554.88
31/10/2023,3,Cold Beer B,8.37,65,544.05
31/10/2023,4,Lost Lager,9.1,81,737.1
31/10/2023,5,King Crush,8.71,6,52.26
31/10/2023,6,Wingman Tro,8.51,15,127.65
31/10/2023,7,Grind Stout,9.45,37,349.65
31/10/2023,8,Juice Shack,8.64,36,311.04
31/10/2023,9,Rocky Road,9.44,92,868.48
31/10/2023,10,Wingman,9.15,25,228.75
31/10/2023,11,Arcade Made,7.76,21,162.96
31/10/2023,12,Punk IPA,7.64,83,634.12
31/10/2023,13,Hazy Jane,8.05,44,354.2
31/10/2023,14,Shore Leave,8.95,60,537
31/10/2023,15,Simcoe Solo,9.31,92,856.52
31/10/2023,16,Lucky Break,7.69,21,161.49
01/11/2023,1,Black Heart,9.3,56,520.8
01/11/2023,2,Fools Gold,8.16,15,122.4
01/11/2023,3,Cold Beer B,8.37,88,736.56
01/11/2023,4,Lost Lager,9.1,93,846.3
01/11/2023,5,King Crush,8.71,97,844.87
01/11/2023,6,Wingman Tro,8.51,85,723.35
01/11/2023,7,Grind Stout,9.45,76,718.2
01/11/2023,8,Juice Shack,8.64,86,743.04
01/11/2023,9,Rocky Road,9.44,40,377.6
01/11/2023,10,Wingman,9.15,100,915
01/11/2023,11,Arcade Made,7.76,50,388
01/11/2023,12,Punk IPA,7.64,91,695.24
01/11/2023,13,Hazy Jane,8.05,37,297.85
01/11/2023,14,Shore Leave,8.95,82,733.9
01/11/2023,15,Simcoe Solo,9.31,70,651.7
01/11/2023,16,Lucky Break,7.69,36,276.84
02/11/2023,1,Black Heart,9.3,20,186
02/11/2023,2,Fools Gold,8.16,0,0
02/11/2023,3,Cold Beer B,8.37,30,251.1
02/11/2023,4,Lost Lager,9.1,94,855.4
